,name,rank_url,youtube_url,start_date,discribe,subscriber_count,views
57,Marina Takewaki,https://youtube-ranking.userlocal.jp/user/5BE27BD084108A3F_6c2a54,https://www.youtube.com/channel/UCw7HTQv0F4CB9zGRhqosYsg,2018-12-18〜,“もっと自分を好きになる！“をモットーに自宅で楽しくできるフィットネスやダイエット料理などの動画を旦那のダーウィンと二人三脚で発信しています！ 私たちの大きな夢はズバリ・・・・↓ ＿人人人人人人人人人人人人人人人人人＿ ＞　宅トレを当たり前の世界にする！　＜ ￣Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y￣ です！！ 宅トレを通して、自分のことをもっと好きになる人が増えてほしいです！,"3,470,000","1,040,429,528"
58,5分でできる DIY,https://youtube-ranking.userlocal.jp/user/507D55A3F07661EE_e51a82,https://www.youtube.com/channel/UCJsxAriYBUnKZVdMXZnGDoA,2017-12-20〜,楽しいDIY企画、クラフト、楽しいDIYを体験しましょう！ オフィシャルチャンネル,"3,450,000","1,329,549,917"
59,料理研究家リュウジのバズレシピ,https://youtube-ranking.userlocal.jp/user/1B0D8893F0221D99_c7aaf2,https://www.youtube.com/channel/UCW01sMEVYQdhcvkrhbxdBpw,2018-11-30〜,料理のおにいさんリュウジです！ ◆ホームページ【バズレシピ.com】→　https://bazurecipe.com/ ○ツイッター　→　https://twitter.com/ore825 ○インスタ　　→ https://www.instagram.com/ryuji_foodlabo ●お仕事の依頼等はこちらまで　→　bazurecipe@gmail.com ※サブチャンネル 【リュウジの酒場探求記】https://www.youtube.com/channel/UCMGsVYnVTHwf,"3,450,000","758,553,990"
60,Pan Piano,https://youtube-ranking.userlocal.jp/user/23A3F62EAF00929E_d00ff9,https://www.youtube.com/channel/UCI7ktPB6toqucpkkCiolwLg,2016-07-27〜,台湾のピアニストです！ アニソンを弾いてます～ 良かったら、チャンネル登録お願いします（ベルマークもクリックしましょう！） 宜しくお願いいたします！ キャラクターデザイン：深崎暮人(@misaki_cradle) Welcome to my channel~~ I make piano covers of Anime/GAME! Please subscribe to my channel and click the bell icon to get new video updates!! I,"3,450,000","549,290,889"
61,AAAjoken toys,https://youtube-ranking.userlocal.jp/user/AAAjoken_2a541a,https://www.youtube.com/channel/UCHhXSfCzQYAAFkpdxr7QsaA,2012-10-12〜,おもちゃ紹介動画へようこそ 日本のおもちゃ世界のおもちゃ遊び動画を配信するよ,"3,440,000","3,054,627,064"
62,桐崎栄二.きりざきえいじ,https://youtube-ranking.userlocal.jp/user/kirizakieizi_1e7fad,https://www.youtube.com/channel/UCzKa8fRPoCbKh8O9yW2JK2g,2013-03-18〜,桐崎栄二／きりざきえいじです。日常での出来事をYouTubeにアップロードしています。 ”果敢ない壁にぶつかっても何度でも立ち上がる” ◾︎妹 【Instagram】→ https://www.instagram.com/imo_stagram10/?hl=ja 【TikTok】→https://www.tiktok.com/@mai.imoko1017?is_from_webapp=1&sender_device=pc ◾︎桐崎栄二 【Instagram】→https://www.instag,"3,380,000","3,123,928,586"
63,Miniature Space,https://youtube-ranking.userlocal.jp/user/A0BACC1533993343_4cc3bc,https://www.youtube.com/channel/UCTFT5NbDl0Fa_fE9Cz_yOAA,2014-11-27〜,"Welcome to miniature space channel https://www.instagram.com/miniaturespace85/ ミニチュアスペースへようこそ。 本当に食べれる可愛いミニチュアの料理 雑貨・知育菓子・カプセルトイを紹介 世界の人に見て頂けるように色んな言語を記載しています。 We produce edible miniature dishes. All of the kichien we use, cooking ingredients, small","3,350,000","593,315,620"
64,Kevin SooExtra!,https://youtube-ranking.userlocal.jp/user/E9776DCBCE430F1B_5c2417,https://www.youtube.com/channel/UCf9gtIJOT9In-grASWtxd0w,2020-05-13〜,Why be average? When you could be sooo f%$king Extraaaaa!!!,"3,320,000","3,072,773,627"
65,ポッキー,https://youtube-ranking.userlocal.jp/user/pockysweets_b90072,https://www.youtube.com/channel/UCzXjPL7zo0bxhOYDxLJ9YEg,2013-07-22〜,どうもポッキーです！ ゲーム実況や色々な動画を投稿しています！ 「ぽみそしる」というグループも作りました！ よろしくお願いします！ 連絡先►pockysweets@gmail.com,"3,300,000","3,551,624,093"
66,平成フラミンゴ,https://youtube-ranking.userlocal.jp/user/521AC28530B5B9D5_c4f1c1,https://www.youtube.com/channel/UCIOk-Q5kyDtSRaTIW7hIsng,2020-03-12〜,皆様、大変こんばんは。 結婚できない女達は果たして結婚できるのでしょうか？ 是非見守って見てください。 是非こちらのSNSであちきらと握手🤝 NICOのSNS 【TIKTOK】 https://www.tiktok.com/@___nicoichi___ 【instagram】 https://www.instagram.com/___nicoichi___/?r=nametag 【Twitter】 https://twitter.com/___nicoichi___ RIHOのSNS 【ins,"3,270,000","1,031,350,182"
67,ARASHI,https://youtube-ranking.userlocal.jp/user/44D62691D5E9912D_3eaf81,https://www.youtube.com/channel/UCP7Gw_YZAuh4Yg2fcdcuumQ,2019-08-21〜,嵐 (ARASHI) : 相葉 雅紀 - Masaki Aiba 松本 潤 - Jun Matsumoto 二宮 和也 - Kazunari Ninomiya 大野 智 - Satoshi Ohno 櫻井 翔 - Sho Sakurai 大野智、櫻井翔、相葉雅紀、二宮和也、松本潤の5名で 1999年9月15日にハワイ沖で結成し、同年11月3日にシングル「A・RA・SHI」でデビュー。,"3,260,000","786,905,472"
68,spider-maaaaaaan / スパイダーメーン,https://youtube-ranking.userlocal.jp/user/E1DA687ECBC949C6_e7174d,https://www.youtube.com/channel/UCP1vrClG-6iGuFq7ls_NBsw,2022-07-09〜,"If I reach one million subscribers, I will take off the mask. 登録者100万人でマスクを外します。","3,230,000","2,287,220,798"
69,MosoGourmet 妄想グルメ,https://youtube-ranking.userlocal.jp/user/mosogourmet_2b00e6,https://www.youtube.com/channel/UC2zXd5Kq9Hu-_bwO1H7CD0g,2009-01-23〜,"OddlySatisfying & subtle humor. We are MosoGourmet. MosoGourmet is an everyday video channel of the ordinary homes in Japan. People comment that our videos are ""calming,"" ""relaxing,"" and ""therapeutic."" はじめまして！妄想グルメです。 妄想グルメは日常系ファミリーチャンネルです。 子どもに作ったお菓","3,110,000","1,765,071,214"
70,兄者弟者,https://youtube-ranking.userlocal.jp/user/norunine_3a5f39,https://www.youtube.com/channel/UC2GuoutVyegg6PUK88lLpjw,2010-05-05〜,★最新投稿情報はツイッターで！《@Otojya》https://twitter.com/otojya ▼2BRO.関連チャンネルリスト 【兄者弟者チャンネル】 https://www.youtube.com/user/norunine 【兄者のゲーム事務所】 https://www.youtube.com/c/anijyagame 【おついち Tube】 https://www.youtube.com/user/afuramazda0826 Welcome to 2BRO. Official Y,"3,100,000","4,258,701,988"
71,れーと先生RATE VFX,https://youtube-ranking.userlocal.jp/user/2E62DE6ED2EC56A4_2a49a3,https://www.youtube.com/channel/UC8vlFSlvo5vtc_TNDNlSJwQ,2015-08-13〜,"れーと先生です。ゲームの実写再現動画などを上げていきます。VFXを使ったネタ動画を週一くらいで投稿していきます。よければチャンネル登録よろしくお願いします！ Thank you for your attention! I am a Japanese video producer, and I post new videos once a week. Your views, comments, and channel registrations are a constant source of m","3,100,000","1,025,351,126"
72,キズナアイ,https://youtube-ranking.userlocal.jp/user/D780B63C2DEBA9A2_fa95ae,https://www.youtube.com/channel/UC4YaOt1yT-ZeyB0OmxHgolA,2016-10-19〜,2016年から活動を開始。はじめてバーチャルYouTuberを自称した。親分と呼ばれる。,"3,060,000","444,582,164"
73,HIMAWARIちゃんねる,https://youtube-ranking.userlocal.jp/user/himawari7859_d7ce9a,https://www.youtube.com/channel/UCJ98lzh2QJGp37QgWPUcwrQ,2014-04-06〜,このチャンネルはキッズや親子で楽しめるファミリー向け動画を公開しています。 まーちゃん11歳とおーちゃん8歳が【知育菓子・食玩・おもちゃ・妖怪ウォッチ・アンパンマン・メルちゃん・リカちゃん・ガチャガチャ・お出掛け（公園・テーマパーク・水族館・動物園など）・イベント（誕生日・節分など）】などを気ままに紹介しています。 時々にぃに（長男）とねぇね（長女）やパパママなどが出ます。 にぃにとねぇねはまーちゃんおーちゃんの本当の兄妹です☆（最近よく質問いただくのでw）因みにパパとママは結婚21年です＾＾,"3,050,000","7,583,358,616"
74,朝倉未来 Mikuru Asakura,https://youtube-ranking.userlocal.jp/user/117B2621914380C8_3682b0,https://www.youtube.com/channel/UCJZVj2iBrdvbNc416i0V-UA,2018-05-13〜,,"3,030,000","1,374,124,774"
75,Official髭男dism,https://youtube-ranking.userlocal.jp/user/officialhigedand_887275,https://www.youtube.com/channel/UC3vg17IZ1IV73xx069jG44w,2012-07-08〜,「Official髭男dism」（オフィシャルヒゲダンディズム） 2012 年 結成、愛称は「ヒゲダン」。 このバンド名には髭の似合う歳になっても、誰もがワクワクす るような音楽をこのメンバーでずっと続けて行きたいという意思が込められている。 2015年4月1stミニアルバム「ラブとピースは君の中」をリリースし、デビュー。 2018年4月Major 1st Single「ノーダウト」でメジャーデビューを果たした。 ブラックミュージックをはじめ、様々なジャンルをルーツとした音楽で全世代から支持を集,"3,020,000","2,350,385,832"
76,kobasolo,https://youtube-ranking.userlocal.jp/user/Hujikoman_57e448,https://www.youtube.com/channel/UCDbQblY1XASbgqOXmy6FOFQ,2008-06-30〜,毎週金曜19時更新!!音楽プロデューサー、ミュージシャンとして活動するコバソロが贈るエンターテイメントチャンネル! 楽曲制作、タイアップ等も承っています。 【コバソロ】 　演奏、作詞作曲、編曲、撮影、動画作成、各デザインなどすべて自身で手がけるマルチクリエイター。 「コバソロ」と検索すると自分しか出ないので名前がこれに決定。 　ライブ、YOUTUBE動画などで活動中! 無所属 I live in Japan and I make music.Everything you see + hear o,"3,020,000","1,446,852,498"
77,ANNnewsCH,https://youtube-ranking.userlocal.jp/user/ANNnewsCH_e4dc13,https://www.youtube.com/channel/UCGCZAYq5Xxojl_tSXcVJhiQ,2009-09-10〜,テレビ局ならではの正確なニュース・情報をスピーディーに高画質で!!テレビ朝日系列26局が総力を挙げ取材したニュースはもちろん、天気予報や注目の記者会見、ライブ配信など盛りだくさん！ Note: The news script automatically converted to audio will be our original news and/or officially licensed news written by professional journalists. The final,"2,970,000","2,990,671,045"
78,Miniature Cusina,https://youtube-ranking.userlocal.jp/user/3E6E2201D8BC27D5_959f75,https://www.youtube.com/channel/UCbtgvc9joz_6xBr4OLoy0iA,2015-03-17〜,Miniature Cusinaは、完全に機能するミニチュアキッチンで調理された、本物の食材を使用して食用の本物のミニチュア料理を作るオンラインの小さな料理番組です。 2015年3月17日開始。 ミニチュアクシーナは、実際のキッチンツールや火、ナイフ、レシピを備えた機器が利用されていることを考えると、実際には子供向けの行為を意図したものではありません。 ミニチュアクシーナは、ミニキッチンの後ろにいる料理人が体験しているこの活動がもたらす喜びと落ち着きを人々に伝え、感じさせたいと考えています。いつ,"2,970,000","492,884,493"
79,20sarasa（にーさら）,https://youtube-ranking.userlocal.jp/user/20sarasa_9ce073,https://www.youtube.com/channel/UC9D6GpfD8DAG-NVF6Dv896Q,2009-12-26〜,YouTubeチャンネル「20sarasa（にーさら）」です(^^) チャンネル名に特に意味はないのですが、「20世紀」＋「昔飼っていた猫の名前」を足して、「20sarasa」というチャンネル名になりました。 （元々はYouTubeを見るためだけに開設したアカウントなので、意味を付けて立ち上げたチャンネル名ではありません） 1970年代生まれの40代のおっさん（既婚、息子が1人）が、手持ちのミニカーなどを紹介するチャンネルです。 以前、大型車や重機などの修理をしていましたので、重機や大型車につい,"2,960,000","1,734,765,532"
80,Marble ASMR healing,https://youtube-ranking.userlocal.jp/user/14E0D9AA055265A9_7998c9,https://www.youtube.com/channel/UCsNwOM-iYxUkeIT3mW2RPZg,2019-04-23〜,We use wooden parts and marbles to create videos that people over the age of 13 will find fun or healed. Please enjoy the colorful and unique videos. 我々は、木製の部品やビー玉を使用して13歳以上の方が楽しい、または癒されると感じてもらえる動画を作成しております。 カラフルでユニークな動画をぜひお楽しみください。,"2,950,000","1,173,429,910"
81,東海オンエアの控え室,https://youtube-ranking.userlocal.jp/user/TokaiHikaesitsu_074e75,https://www.youtube.com/channel/UCynIYcsBwTrwBIecconPN2A,2014-06-23〜,撮影の裏側やメンバーの日常など、多種多様な動画が目白押し！ それがこのサブチャンネル【東海オンエアの控え室】である！ メインチャンネルはこちら https://www.youtube.com/channel/UCutJqz56653xV2wwSvut_hQ グッズ購入はこちらから！！ https://goo.gl/YtauZW お仕事の依頼はこちらから https://www.uuum.co.jp/inquiry_promotion ファンレターはこちらへ 〒107-6228 東京都港区赤坂9-,"2,930,000","2,658,370,515"
82,ブライアンチャンネル,https://youtube-ranking.userlocal.jp/user/5BEC989E0B41A627_999d7b,https://www.youtube.com/channel/UCpZnHxjKCAOm-FKPrYYi-LA,2014-12-21〜,,"2,930,000","965,510,846"
83,Pokémon Kids TV,https://youtube-ranking.userlocal.jp/user/F862D644CA9ED8B7_890d8c,https://www.youtube.com/channel/UCgbfG5HoczHIkpzxLYH-8Ww,2020-12-16〜,"Welcome to the official Pokémon YouTube learning channel, where you'll find videos geared towards kids. We are your one source for Pokémon sing-along videos, popular nursery rhymes, and educational content designed to foster learning among Pokémon-lo","2,910,000","639,830,406"
84,はじめしゃちょー2 (hajime),https://youtube-ranking.userlocal.jp/user/hajimexgame_fd2a01,https://www.youtube.com/channel/UCgXyMl3Y2kRHkK08F_Ct8Pg,2012-10-25〜,こんにちわ!!はじめしゃちょーです!! こちらのチャンネルではゲーム実況動画や本チャンネルでは出さないようなくだらない動画を出していきます(#^.^#),"2,830,000","1,099,830,065"
85,Warner Music Japan,https://youtube-ranking.userlocal.jp/user/warnermusicjapan_4e0b24,https://www.youtube.com/channel/UCfb-Ly0RXaUGxglFJmPji1g,2006-10-31〜,（株）ワーナーミュージック・ジャパンの公式YouTubeチャンネルです。 最新Music Videoはここでチェック！,"2,770,000","1,938,036,224"
86,Chocolate Cacao チョコレートカカオ,https://youtube-ranking.userlocal.jp/user/3B3C75B4AAFB4DFF_b2e017,https://www.youtube.com/channel/UCqzebzc9N19X3MVFnuFYtRw,2014-09-18〜,"Cacao!! ∴∵ゞ(´ω`*)♪ Welcome to ""Chocolate cacao"" channel. This channel introduces how to make attractive chocolate sweets. Please, subscribe to my channel. 主にチョコレート、スイーツ、お菓子、料理を作っているだけのチャンネルです。 投稿者名はSEIJIN(せーじん)です。カカオさんと呼ぶ人が多いですが、好きに呼んでください♪( ´θ｀)ノ チャ","2,760,000","258,327,780"
87,Fischer's-セカンダリ-,https://youtube-ranking.userlocal.jp/user/FAEFA1D7E99A5901_ae537e,https://www.youtube.com/channel/UCs4KWxdP-lRc-dgLXE5i8Wg,2014-12-03〜,チャンネル説明はこちら✨ 野外で遊んだり室内で遊んだり。海外へ冒険したり。時には恐ろしい場所へ…😱 中学3年の頃に「思い出」を動画にした事から始まった、同級生6人組による思い出系ネットパフォーマーです。YouTubeなどで活動中！決まり文句は「アデュー‼️」ファンの呼称は「ウオタミ」2010年02月25日結成😆 セカンダリでは、 まったりゆっくりとして見られるような動画... 歌やゲーム実況もアップしてます！ ぜひ見てください!!! ■チャンネルの歴史 2010/02/25 中学校の卒業式の日に,"2,740,000","1,908,519,608"
88,Learn Japanese with JapanesePod101.com,https://youtube-ranking.userlocal.jp/user/japanesepod101_a5dd55,https://www.youtube.com/channel/UC0ox9NuTHYeRys63yZpBFuA,2006-08-07〜,"Learn Japanese with JapanesePod101.com - The Fastest, Easiest and Most Fun Way to Learn Japanese. :) Start speaking Japanese in minutes with Audio and Video lessons. JapanesePod101.com is an online Japanese language learning website. With us you'll l","2,720,000","838,057,764"
89,まいぜんシスターズ,https://youtube-ranking.userlocal.jp/user/8E9C881D43C0B0EA_dfa8e9,https://www.youtube.com/channel/UCM3yhFc0-fBFuvqx1Vg2YNQ,2015-05-16〜,まいぜんシスターズとは、YouTubeから生まれたキャラクター。 アニメーションを作成し、 『誰もが大切な人と一緒に思い出を作るきっかけを提供すること』 を目標にしています。 お問い合わせはこちらからお願いいたします。 →　https://maizen.com/ja/contact/,"2,710,000","5,845,571,162"
90,コロネおじさん / Uncle Corone,https://youtube-ranking.userlocal.jp/user/coroneojisan_d896ce,https://www.youtube.com/channel/UCLEOVYF-eVtj20KfYlIUr-Q,2013-04-21〜,コロネおじさんです。 チャンネル登録してもらえるとうれしいです！,"2,710,000","1,389,322,612"
91,たーたんねる,https://youtube-ranking.userlocal.jp/user/C6BDC8C6F69B9383_6dad99,https://www.youtube.com/channel/UCPH3UFJx-Mj21bOFBeWvRjQ,2016-12-31〜,"Playground family fun for kids. Join Playground for kids on a family fun Huge Indoor Playground just for Kids! there are doctor toy playset and cooking toys, a super mega bounce house area, slides, trampoline and much more in this Kids Play Center ha","2,710,000","142,158,616"
92,japanesestuffchannel,https://youtube-ranking.userlocal.jp/user/japanesestuffcha_acd1b2,https://www.youtube.com/channel/UCTzy4FQNreZnkPG7ZlkTA0g,2013-04-28〜,"Welcome to Weird Japan! Welcome to Japanese Stuff Channel(call me jsc)! This channel shows Japanese stuffs like vending machines, gacha(gashapon), Kitchen Gadgets, Convenience Foods(711 foods), Cup Noodles and so on. In short, I show Japanese kawaii,","2,650,000","1,455,319,391"
93,Rachel and Jun,https://youtube-ranking.userlocal.jp/user/MyHusbandisJapan_68ba79,https://www.youtube.com/channel/UC4yqcgz49APdbgj0OMv7jpA,2012-02-16〜,お立ち寄りいただき、ありがとうございます。このチャンネルでは主に日本に関することを英語と日本語で紹介しています。内容は職人さん取材、日本人（or 在日外国人）インタビュー、カルチャーショック、日本語と英語の違い、日本国内旅行（時々海外旅行）などが主な内容です。　旅行は全国47都道府県をめぐるのが最終目標です（現在は半数ほど巡りました）。おススメの場所や職人さんの取材に関しまして、ご意見・ご感想などありましたら、気軽にコメントして下さい。^^　動画はRachel(アメリカ人)と、Jun(日本人)の,"2,610,000","359,476,977"
94,Hinata Kato /ひなちゃんねる,https://youtube-ranking.userlocal.jp/user/8BDDAC7B08F490D4_d2cb8e,https://www.youtube.com/channel/UCC0JWiw4BJYR4NUDxQCf0Hg,2017-05-24〜,"中学生の頃にMAX62kg越え 19歳の頃に1人暮らしをはじめ53kg越えのリバウンド。 これまでのダイエットの経験、コンプレックスの経験を生かしダイエット情報や美容情報を発信しております！🐥 トレーニングのモチベーションや、ボディーメイクのワクワクを たっくさんの人に届けられるように頑張ります！！！ I weighed more than 62 kgs during junior high but managed to lose weight. Then at 19, I started li","2,600,000","559,681,173"
95,P丸様。,https://youtube-ranking.userlocal.jp/user/21DAAE7767C699C6_3ae034,https://www.youtube.com/channel/UCLqCmbd6bgcLaBVz3aA-68A,2016-03-04〜,イラストと声で遊んでるひとです 仲良くしてください🐣 Twitterで話しかけてくれると喜びます！！！！！ Twitter▼▽ https://twitter.com/p_ma_ru サブ垢▼▽ https://www.youtube.com/channel/UCjMoVy70DWAoYmTwcAvzzhA,"2,590,000","2,112,005,335"
96,ヨルシカ / n-buna Official,https://youtube-ranking.userlocal.jp/user/C5C3FE10679260DC_e5c7f1,https://www.youtube.com/channel/UCRIgIJQWuBJ0Cv_VlU3USNA,2013-03-22〜,ヨルシカ / n-buna official channel,"2,590,000","1,492,019,952"
97,AKB48,https://youtube-ranking.userlocal.jp/user/AKB48_e86297,https://www.youtube.com/channel/UCxjXU89x6owat9dA8Z-bzdw,2006-06-10〜,AKB48 の YouTube 公式チャンネル。日本国内はもちろん世界のファンの方々にも、もっと AKB48 を身近な存在になって頂き、もっともっと好きになって欲しいという想いを込めて、世界中に公式配信！,"2,570,000","2,182,937,594"
98,ジュキヤ/Jukiya,https://youtube-ranking.userlocal.jp/user/400EB4A4BBEC820E_eb8b82,https://www.youtube.com/channel/UCyFs_R4WYYUGYVzcnJyMHqg,2017-02-26〜,ご視聴ありがとうございます!! 日々文句を言っておりますが、ネタですので熱くならないように。 サブチャンネル➡︎https://www.youtube.com/channel/UCJ4KA3XGizt-aNPjp4R_xyA 【チャンネル登録】 https://www.youtube.com/channel/UCyFs_R4WYYUGYVzcnJyMHqg 【Twitterアカウント】 ジュキヤ➡︎https://twitter.com/sentakusiyouka 【お仕事依頼はこちら】 ju,"2,550,000","729,719,532"
99,Goose house,https://youtube-ranking.userlocal.jp/user/playyouhousejp_746d47,https://www.youtube.com/channel/UCFDL0NuxUBAvvu1PnIwW2ww,2010-07-01〜,《Goose house公式チャンネル》 シンガーソングライターのユニット、 Goose house (グースハウス)。 official :http://goosehouse.jp official :Twitter:GoosehouseJP Facebook:Goosehouse.jp 現メンバー：竹渕慶／Kei Takebuchi、工藤秀平／Shuhei Kudo 齊藤ジョニー／Johnny Saito、マナミ／Manami、沙夜香／Sayaka、渡辺修平／Shuhei Watanabe,"2,540,000","1,462,150,756"
